name,Shahar,Yili,"Dvigatel hajmi, l",Kuzov,Yurgani,Uzatish qutisi,Rangi,Uzatma,Kami bor,price
VAZ (Lada) Samara (hatchback 2109),Buxoro,1993,1.3 (Gaz-benzin),Hatchback,74 000 km,Mexanika,,Oldi,,1500
Chevrolet Cobalt,Toshkent,2020,1.5 (Benzin),Sedan,81 000 km,Avtomat,Oq,Oldi,Ha,11200
Chevrolet Nexia 2,Navoiy,2009,1.5 (Gaz-benzin),Sedan,210 000 km,Mexanika,Kumush rang,Oldi,Ha,5000
VAZ (Lada) Granta,Toshkent,2015,1.6 (Benzin),Hatchback,107 000 km,Mexanika,,To'liq,Ha,5800
Chevrolet Nexia 3,Namangan,2020,1.5 (Gaz-benzin),Sedan,57 000 km,Avtomat,Oq,Oldi,Ha,10500
Chevrolet Equinox,Toshkent,2021,,Universal,19 800 km,Avtomat,,,,37000
Chevrolet Equinox,Toshkent,2022,2 (Benzin),Yo‘ltanlamas,,Avtomat,Mokriy asfalt,To'liq,Ha,40500
VAZ (Lada) 2106,Namangan,1991,,Universal,,Mexanika,,To'liq,Ha,2500
Daewoo Matiz Creative,Jizzax,2001,,Hatchback,44 000 km,Mexanika,,Oldi,,3500
Daewoo Tico,Qarshi,1998,2 (Benzin),Universal,198 596 km,Mexanika,,Oldi,,1662
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,186 000 km,Mexanika,Oq,Oldi,,6300
Chevrolet Equinox,Toshkent,2022,2 (Benzin),Yo‘ltanlamas,,Avtomat,Mokriy asfalt,To'liq,,40000
Daewoo Matiz Creative,Jizzax,2001,,Hatchback,44 000 km,Mexanika,,Oldi,,3500
Daewoo Tico,Qarshi,1998,2 (Benzin),Universal,198 596 km,Mexanika,,Oldi,,1662
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,186 000 km,Mexanika,Oq,Oldi,,6300
Chevrolet Equinox,Toshkent,2022,2 (Benzin),Yo‘ltanlamas,,Avtomat,Mokriy asfalt,To'liq,,40000
Chevrolet Nexia 2,Farg'ona,2013,1.6 (Gaz-benzin),Sedan,251 000 km,Mexanika,Oq,Oldi,Ha,5500
Chevrolet Cobalt,Nukus,2020,1.5 (Benzin),Sedan,63 000 km,Avtomat,Oq,Oldi,Ha,11265
Chevrolet Malibu,Buxoro,2013,2.4 (Gaz-benzin),Sedan,100 000 km,Mexanika,,Oldi,,15500
VAZ (Lada) 2102,Jizzax,1972,1.8 (Gaz-benzin),Universal,77 777 km,Mexanika,,To'liq,Ha,3000
Chevrolet Damas,Samarqand,2019,,Mikroavtobus,8 200 km,Mexanika,,,,7900
ZAZ Forza,Buxoro,2014,1.5 (Benzin),Universal,113 000 km,Mexanika,,Oldi,Ha,6000
Chevrolet Malibu,Buxoro,2013,2.4 (Gaz-benzin),Sedan,100 000 km,Mexanika,Oq,Oldi,,15500
Chevrolet Captiva,Toshkent,2015,3.2 (Benzin),Krossover,1 111 km,Avtomat,Oq,To'liq,,18500
VAZ (Lada) Niva,Navoiy,1985,2 (Gaz-benzin),Yo‘ltanlamas,222 222 km,Mexanika,Oq,To'liq,Ha,4500
Daewoo Nexia,Farg'ona,2008,,Yo‘ltanlamas,400 km,Mexanika,,To'liq,Ha,4000
Daewoo Matiz Creative,Navoiy,2004,1 (Gaz-benzin),Hatchback,200 000 km,Mexanika,Olcha,Oldi,Ha,3700
Daewoo Tico,Namangan,1998,4.1 (Benzin),Sedan,900 368 km,Mexanika,,Oldi,,1550
Chevrolet Lacetti,Samarqand,2022,1.6 (Benzin),Sedan,20 km,Avtomat,Oq,Oldi,,15000
Chevrolet Tracker,Andijon,2019,1.8 (Benzin),Hatchback,,Avtomat,Oq,Oldi,Ha,16500
GAZ 31105 (Volga),Toshkent,2008,,Sedan,110 km,Mexanika,,,,3500
Daewoo Tico,Payariq tumani,1996,,Universal,,Mexanika,Oq,Oldi,,1650
Chevrolet Lacetti,Samarqand,2022,1.6 (Benzin),Sedan,20 km,Avtomat,Oq,Oldi,,15000
Chevrolet Tracker,Andijon,2019,1.8 (Benzin),Hatchback,,Avtomat,Oq,Oldi,Ha,16500
GAZ 31105 (Volga),Toshkent,2008,,Sedan,110 km,Mexanika,,,,3500
Daewoo Tico,Payariq tumani,1996,,Universal,,Mexanika,Oq,Oldi,,1650
Chevrolet Malibu,Toshkent,2012,2.4 (Benzin),Sedan,200 000 km,Avtomat,,Oldi,Ha,14000
Chevrolet Malibu,Toshkent,2012,2.4 (Benzin),Sedan,200 000 km,Avtomat,,Oldi,Ha,14000
Chevrolet Lacetti,Qumqo'rg'on tumani,2022,1.6 (Benzin),Sedan,180 km,Avtomat,Oq,Oldi,,16159
Chevrolet Nexia 2,Angren,2012,1.6 (Gaz-benzin),Sedan,300 000 km,Mexanika,Oq,Oldi,Ha,6000
Moskvich 412,Samarqand,1984,1.6 (Gaz-benzin),Sedan,77 777 km,Mexanika,,Orqa,Ha,1000
GAZ 3110 (Volga),Yangibozor,1998,,Universal,,Mexanika,Oq,,Ha,5500
Chevrolet Spark,Samarqand,2011,1.3 (Gaz-benzin),Hatchback,150 000 km,Mexanika,Oq,Oldi,,5500
VAZ (Lada) 2106,Shahrisabz,1992,,Sedan,,Mexanika,Qaymoq rang,,,2000
Daewoo Matiz (Standart),Toshkent,2005,0.8 (Benzin),Hatchback,284 700 km,Mexanika,,Oldi,,3000
Chevrolet Nexia 2,Angren,2009,1.6 (Gaz-benzin),Sedan,270 000 km,Mexanika,,Oldi,Ha,5500
VAZ (Lada) 2106,Denov,1986,,Sedan,,Mexanika,,,Ha,1662
GAZ 3302 (GAZel Biznes),Qo'qon,2008,,Furgon,,Mexanika,Oq,Orqa,,7500
Audi 100,Guliston,1988,,Sedan,777 km,Mexanika,,Oldi,,1847
VAZ (Lada) Samara (hatchback 2109),Toshkent,1994,,Sedan,299 999 km,Mexanika,Oq,Oldi,Ha,1800
Chevrolet Malibu 2,Shahrisabz,2020,2 (Benzin),Sedan,,Avtomat,Qora,Oldi,,30000
Chevrolet Nexia 3,Toshkent,2021,1.5 (Benzin),Sedan,7 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,10500
VAZ (Lada) 2106,Denov,1986,,Sedan,,Mexanika,,,Ha,1662
GAZ 3302 (GAZel Biznes),Qo'qon,2008,,Furgon,,Mexanika,Oq,Orqa,,7500
Audi 100,Guliston,1988,,Sedan,777 km,Mexanika,,Oldi,,1847
VAZ (Lada) Samara (hatchback 2109),Toshkent,1994,,Sedan,299 999 km,Mexanika,Oq,Oldi,Ha,1800
Chevrolet Malibu 2,Shahrisabz,2020,2 (Benzin),Sedan,,Avtomat,Qora,Oldi,,30000
Chevrolet Nexia 3,Toshkent,2021,1.5 (Benzin),Sedan,7 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,10500
Moskvich AZLK 2140,Kasbi tumani,1987,0.8 (Benzin),,,Mexanika,Qaymoq rang,,,1000
Daewoo Matiz (Standart),Toshkent,2006,,Hatchback,476 000 km,Mexanika,Kumush rang,Oldi,Ha,3200
Chevrolet Matiz,Andijon,2006,0.8 (Gaz-benzin),Hatchback,,Mexanika,,Oldi,Ha,3300
Honda Asty,Samarqand,2010,3.6 (Gaz-benzin),Miniven,180 000 km,Avtomat,Oq,Oldi,Ha,16000
Ravon R2,Nukus,2020,,Sedan,38 000 km,Avtomat,,Oldi,,9910
Chevrolet Captiva,Jizzax,2011,2.4 (Gaz-benzin),Sedan,153 000 km,Mexanika,Qora,To'liq,Ha,16000
Chevrolet Matiz,Namangan,2008,0.8 (Gaz-benzin),Hatchback,,Mexanika,Oq,Oldi,Ha,4000
Chevrolet Lacetti,Qumqo'rg'on tumani,2022,1.6 (Benzin),Sedan,180 km,Avtomat,Oq,Oldi,,16159
Chevrolet Nexia 2,Toshkent,2010,1.5 (Benzin),Sedan,2 010 km,Mexanika,,Oldi,,6500
Chevrolet Spark,Buxoro,2022,,Hatchback,5 500 km,Avtomat,,Oldi,Ha,10100
Chevrolet Nexia 3,Toshkent,2018,1.5 (Benzin),Sedan,47 000 km,Mexanika,,Oldi,,8500
Chevrolet Nexia 2,Toshkent,2012,1.5 (Gaz-benzin),Sedan,206 000 km,Mexanika,Kumush rang,Oldi,Ha,6000
Daewoo Matiz (Standart),Toshkent,2004,,Hatchback,350 000 km,Mexanika,Oq,,,2500
VAZ (Lada) 2106,Yangiyo'l,1983,,Sedan,,Mexanika,,,Ha,2600
Daewoo Matiz Best,Termiz,2004,,Sedan,211 000 km,Mexanika,,,Ha,3693
Daewoo Matiz (Standart),Farg'ona,2006,,Universal,677 000 km,Mexanika,,To'liq,Ha,2850
Chevrolet Damas,Toshkent,2021,1 (Benzin),Yo‘ltanlamas,,Mexanika,Oq,Orqa,Ha,8000
Chevrolet Nexia 3,Samarqand,2017,1.5 (Benzin),Sedan,119 000 km,Avtomat,Oq,Oldi,Ha,8600
Mitsubishi Pajero,Andijon,2007,3.2 (Gaz-benzin),Yo‘ltanlamas,320 000 km,Avtomat,,To'liq,Ha,25000
Chevrolet Lacetti,Qarshi,2010,1.8 (Gaz-benzin),Sedan,300 000 km,Mexanika,Delfin,Oldi,Ha,6925
Chevrolet Nexia 2,Toshkent,2009,1.6 (Gaz-benzin),Sedan,198 000 km,Mexanika,Oq,Oldi,,5500
Daewoo Matiz Best,Navoiy,2006,0.8 (Gaz-benzin),Sedan,200 000 km,Mexanika,Oq,Oldi,Ha,4155
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,,Avtomat,Qora,Oldi,,15500
GAZ 3110 (Volga),Andijon,1997,2 (Gaz-benzin),Sedan,777 777 km,Mexanika,Qora,Orqa,,2500
Chevrolet Matiz,Toshkent,2010,0.8 (Gaz-benzin),Hatchback,185 000 km,Mexanika,Oq,Oldi,,4155
VAZ (Lada) 2101,Samarqand,1977,,Sedan,75 700 km,Mexanika,,Orqa,Ha,3232
Ford Transit,Namangan,1992,,Mikroavtobus,,Mexanika,,,,1570
Chevrolet Spark,Samarqand,2018,1.3 (Gaz-benzin),Hatchback,47 000 km,Avtomat,Sadaf-jigarrang,Oldi,Ha,8200
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,93 700 km,Mexanika,Oq,Oldi,Ha,7800
Chevrolet Matiz Best,Toshkent,2012,1 (Gaz-benzin),Hatchback,,Mexanika,Kumush rang,Oldi,Ha,4400
Chevrolet Lacetti,Termiz,2022,1.8 (Benzin),Sedan,900 km,Mexanika,,Oldi,,13666
Chevrolet Labo,Termiz,2022,,Pikup,11 500 km,Mexanika,Oq,Orqa,,9511
Chevrolet Lacetti,Navoiy,2019,1.5 (Benzin),Sedan,64 000 km,Mexanika,Oq,Oldi,Ha,10800
VAZ (Lada) Vesta,Qarshi,2020,1.8 (Gaz-benzin),Sedan,46 000 km,Robot,,Oldi,Ha,14500
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,93 700 km,Mexanika,Oq,Oldi,Ha,7800
Chevrolet Matiz Best,Toshkent,2012,1 (Gaz-benzin),Hatchback,,Mexanika,Kumush rang,Oldi,Ha,4400
Chevrolet Lacetti,Termiz,2022,1.8 (Benzin),Sedan,900 km,Mexanika,,Oldi,,13666
Chevrolet Labo,Termiz,2022,,Pikup,11 500 km,Mexanika,Oq,Orqa,,9511
Chevrolet Lacetti,Navoiy,2019,1.5 (Benzin),Sedan,64 000 km,Mexanika,Oq,Oldi,Ha,10800
VAZ (Lada) Vesta,Qarshi,2020,1.8 (Gaz-benzin),Sedan,46 000 km,Robot,,Oldi,Ha,14500
Moskvich 412,Farg'ona,1977,,Sedan,25 497 km,Mexanika,Sariq-yashil rang,Orqa,,1293
Chevrolet Spark,Samarqand,2013,1.5 (Gaz-benzin),Hatchback,88 000 km,Mexanika,,Oldi,Ha,5500
Volkswagen Caddy,Toshkent,2020,1.6 (Gaz-benzin),Miniven,20 000 km,Mexanika,Kumush rang,Oldi,Ha,18900
Chevrolet Spark,Toshkent,2022,1.3 (Benzin),Hatchback,,Avtomat,Oq,Oldi,,10000
Chevrolet Lacetti,Qumqo'rg'on tumani,2022,1.6 (Benzin),Sedan,180 km,Avtomat,Oq,Oldi,,16159
Toyota Alphard,Andijon,2010,2.4 (Benzin),Miniven,252 000 km,Avtomat,Oq,Oldi,Ha,19000
Chevrolet Lacetti,Andijon,2010,1.8 (Gaz-benzin),Sedan,109 500 km,Mexanika,,Oldi,,8200
Chevrolet Lacetti,Andijon,2020,1.8 (Gaz-benzin),Sedan,25 000 km,Mexanika,,Oldi,Ha,12000
VAZ (Lada) 2107,Qumqo'rg'on tumani,1996,,Sedan,99 999 km,Mexanika,Qaymoq rang,Orqa,Ha,1847
Chevrolet Cobalt,Samarqand,2016,1.5 (Gaz-benzin),Sedan,100 000 km,Mexanika,Kumush rang,Oldi,Ha,10000
Chevrolet Nexia 3,Toshkent,2020,1.5 (Gaz-benzin),Sedan,45 000 km,Avtomat,Oq,Oldi,,10000
Daewoo Tico,Jarqo'rg'on tumani,1999,2 (Gaz-benzin),Universal,,Mexanika,Qizil,Oldi,Ha,2308
Daewoo Tico,Jarqo'rg'on tumani,1999,2 (Gaz),Yo‘ltanlamas,377 495 km,Mexanika,,Oldi,Ha,2308
Chevrolet Damas,Samarqand,2013,0.8 (Gaz),Universal,205 000 km,Mexanika,Oq,Orqa,Ha,8700
Chevrolet Damas,Samarqand,2013,0.8 (Gaz),Universal,205 000 km,Mexanika,Oq,Orqa,Ha,8700
Daewoo Tico,Xatirchi tumani,1997,0.8 (Benzin),Hatchback,300 000 km,Mexanika,Oq,Oldi,Ha,1477
GAZ 2410 (Volga),Toshkent,1988,2 (Gaz-benzin),Sedan,100 000 km,Mexanika,,Orqa,Ha,1400
Daewoo Tico,Asaka tumani,1999,,Hatchback,595 000 km,Mexanika,Oq,,,1950
Chevrolet Labo,Farg'ona,1997,0.8 (Gaz),Pikup,587 000 km,Mexanika,,Orqa,,5500
VAZ (Lada) 2106,Toshkent,1984,1.6 (Benzin),Sedan,,Mexanika,Oq,Orqa,Ha,1900
Chevrolet Lacetti,Qarshi,2022,1.8 (Benzin),Sedan,50 km,Mexanika,Oq,Oldi,Ha,13019
Chevrolet Matiz Best,Navoiy,2006,1 (Gaz-benzin),Hatchback,,Mexanika,,Oldi,Ha,3693
Chevrolet Tracker,Toshkent,2021,,,17 000 km,Avtomat,Oq,,Ha,26000
VAZ (Lada) Kalina,Buxoro,2008,1.6 (Gaz-benzin),Sedan,345 000 km,Mexanika,Ko'k-xavorang,Oldi,,3400
Chevrolet Nexia 2,Kitob tumani,1997,1.5 (Benzin),Sedan,,Mexanika,Qora,Oldi,,3000
Chevrolet Malibu 2,Toshkent,2019,2.4 (Benzin),Sedan,95 000 km,Avtomat,,Oldi,Ha,23500
Chevrolet Lacetti,Kattaqo'rg'on tumani,2011,1.8 (Gaz-benzin),Sedan,125 000 km,Mexanika,Oq,Oldi,Ha,7700
Hyundai Kona,Toshkent,2019,2.2 (Elektr),Sedan,90 000 km,Avtomat,Mokriy asfalt,Oldi,Ha,32000
Chevrolet Damas,Navoiy,2022,0.8 (Benzin),Mikroavtobus,,Mexanika,Oq,Orqa,Ha,8587
Chevrolet Nexia 3,Navoiy,2019,1.5 (Gaz-benzin),Sedan,61 000 km,Mexanika,Oq,Oldi,,9234
Chevrolet Spark,Toshkent,2015,1.3 (Benzin),Hatchback,162 km,Mexanika,Kulrang,Oldi,Ha,6500
Chevrolet Nexia 3,Farg'ona,2020,1.5 (Gaz-benzin),Sedan,180 000 km,Mexanika,Oq,Oldi,,8600
VAZ (Lada) 2106,Namangan,1987,6 (Gaz-benzin),Sedan,,Mexanika,Qaymoq rang,Orqa,Ha,1100
Chevrolet Malibu,Samarqand,2021,2 (Benzin),Sedan,,Avtomat,,Oldi,,31000
Chevrolet Spark,Qarshi,2022,1.3 (Benzin),Hatchback,12 km,Mexanika,Oq,Oldi,,11080
Chevrolet Spark,Farg'ona,2015,1 (Gaz-benzin),Hatchback,105 500 km,Avtomat,Kumush rang,Oldi,Ha,6500
VAZ (Lada) 2101,Qo'qon,1982,0.8 (Gaz-benzin),Sedan,777 777 km,Mexanika,,Orqa,Ha,2300
Chevrolet Lacetti,Toshkent,2019,1.6 (Benzin),Sedan,57 000 km,Avtomat,Jigar rang,Oldi,,12500
Chevrolet Epica,Toshkent,2010,2.5 (Benzin),Sedan,107 000 km,Avtomat,Qora,Oldi,Ha,12000
Lexus ES 300,Toshkent,2002,3 (Benzin),Sedan,285 000 km,Avtomat,,Oldi,Ha,14000
Hyundai Tucson,Toshkent,2020,2 (Benzin),Yo‘ltanlamas,13 100 km,Avtomat,Qora,To'liq,,33703
VAZ (Lada) 2106,Samarqand,1977,,Sedan,87 000 km,Mexanika,Qaymoq rang,Orqa,Ha,2300
Chevrolet Nexia 2,Termiz,2016,1.6 (Gaz-benzin),Sedan,88 500 km,Mexanika,Mokriy asfalt,Oldi,Ha,7387
Chevrolet Damas,Shahrisabz tumani,2012,,Sedan,255 km,Mexanika,,,,4500
Chevrolet Spark,Toshkent,2016,1.3 (Gaz-benzin),Hatchback,140 000 km,Mexanika,Mokriy asfalt,Oldi,,6650
Daewoo Nexia,Buxoro,2001,1.4 (Gaz-benzin),Sedan,180 000 km,Mexanika,Kulrang,Oldi,,7000
Chevrolet Lacetti,Samarqand,2020,1.6 (Benzin),Sedan,14 400 km,Avtomat,Oq,Oldi,,13600
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,80 000 km,Avtomat,,Oldi,Ha,8300
Daewoo Nexia,Navoiy,2009,,Sedan,291 000 km,Mexanika,,Oldi,,4617
Chevrolet Labo,Samarqand,2022,,Sedan,,Mexanika,,Orqa,,8500
Chevrolet Damas,Qamashi tumani,2018,,Sedan,203 000 km,Mexanika,Oq,,Ha,6002
Chevrolet Captiva,Toshkent,2011,2.4 (Benzin),Krossover,174 000 km,Mexanika,Oq,To'liq,Ha,14000
Chevrolet Lacetti,Qo'shko'pir tumani,2019,1.8 (Benzin),Sedan,99 000 km,Mexanika,Oq,Oldi,,10803
Chevrolet Nexia 3,Toshkent,2022,1.5 (Benzin),Sedan,2 000 km,Avtomat,Oq,Oldi,Ha,11500
Chevrolet Epica,Toshkent,2010,2.5 (Benzin),Sedan,107 000 km,Avtomat,Qora,Oldi,Ha,12000
Lexus ES 300,Toshkent,2002,3 (Benzin),Sedan,285 000 km,Avtomat,,Oldi,Ha,14000
Hyundai Tucson,Toshkent,2020,2 (Benzin),Yo‘ltanlamas,13 100 km,Avtomat,Qora,To'liq,,33703
VAZ (Lada) 2106,Samarqand,1977,,Sedan,87 000 km,Mexanika,Qaymoq rang,Orqa,Ha,2300
Chevrolet Nexia 2,Termiz,2016,1.6 (Gaz-benzin),Sedan,88 500 km,Mexanika,Mokriy asfalt,Oldi,Ha,7387
Chevrolet Damas,Shahrisabz tumani,2012,,Sedan,255 km,Mexanika,,,,4500
Chevrolet Spark,Toshkent,2016,1.3 (Gaz-benzin),Hatchback,140 000 km,Mexanika,Mokriy asfalt,Oldi,,6650
Daewoo Nexia,Buxoro,2001,1.4 (Gaz-benzin),Sedan,180 000 km,Mexanika,Kulrang,Oldi,,7000
Chevrolet Lacetti,Samarqand,2020,1.6 (Benzin),Sedan,14 400 km,Avtomat,Oq,Oldi,,13600
Chevrolet Spark,Toshkent,2020,1.3 (Benzin),Hatchback,80 000 km,Avtomat,,Oldi,Ha,8300
Daewoo Nexia,Navoiy,2009,,Sedan,291 000 km,Mexanika,,Oldi,,4617
Chevrolet Labo,Samarqand,2022,,Sedan,,Mexanika,,Orqa,,8500
Chevrolet Damas,Qamashi tumani,2018,,Sedan,203 000 km,Mexanika,Oq,,Ha,6002
Chevrolet Captiva,Toshkent,2011,2.4 (Benzin),Krossover,174 000 km,Mexanika,Oq,To'liq,Ha,14000
Chevrolet Lacetti,Qo'shko'pir tumani,2019,1.8 (Benzin),Sedan,99 000 km,Mexanika,Oq,Oldi,,10803
Chevrolet Nexia 3,Toshkent,2022,1.5 (Benzin),Sedan,2 000 km,Avtomat,Oq,Oldi,Ha,11500
Daewoo Tico,Qarshi,1999,,Yo‘ltanlamas,196 000 km,Mexanika,Oq,Oldi,Ha,2170
Chevrolet Matiz,Toshkent,2011,0.8 (Gaz-benzin),Hatchback,220 000 km,Mexanika,Oq,Oldi,,4500
Chevrolet Nexia 2,Buxoro,2010,1.5 (Gaz-benzin),Sedan,255 000 km,Mexanika,Oq,Oldi,,4700
VAZ (Lada) 2106,Toshkent,1984,,Sedan,555 555 km,Mexanika,Oq,,Ha,600
VAZ (Lada) 2106,Toshkent,1984,,Sedan,555 555 km,Mexanika,Oq,,Ha,600
Chevrolet Spark,Navoiy,2013,1.3 (Gaz-benzin),Hatchback,165 000 km,Mexanika,Oq,Oldi,Ha,5900
Chevrolet Cobalt,Qarshi,2018,1.5 (Benzin),Sedan,86 000 km,Avtomat,Oq,Oldi,Ha,10803
GAZ 2410 (Volga),Namangan,1984,,Universal,,Mexanika,Qora,,Ha,2401
Daewoo Nexia,Samarqand,2005,1.3 (Gaz-benzin),Sedan,330 000 km,Mexanika,,Oldi,Ha,4700
VAZ (Lada) Vesta,Namangan,2019,1.6 (Gaz-benzin),Universal,48 000 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,12000
Chevrolet Labo,Toshkent,2017,0.8 (Gaz-benzin),Pikup,224 000 km,Mexanika,,Orqa,Ha,6800
VAZ (Lada) 2107,Ellikqal'a tumani,1984,,Sedan,,Mexanika,,Orqa,,1200
Chevrolet Damas,Toshkent,2022,,Furgon,20 km,Mexanika,Oq,Orqa,,8050
Daewoo Nexia,Navoiy,1999,7.5 (Gaz-benzin),Sedan,344 000 km,Mexanika,Yashil,Oldi,Ha,4617
Chevrolet Lacetti,Shahrisabz,2011,1.8 (Benzin),Sedan,445 561 km,Mexanika,,Oldi,,7387
Chevrolet Epica,Buxoro,2011,2 (Benzin),Sedan,82 132 km,Mexanika,Oq,Oldi,,11500
Chevrolet Nexia 2,Toshkent,2009,1.5 (Gaz-benzin),Sedan,284 000 km,Mexanika,Kumush rang,Oldi,Ha,5000
VAZ (Lada) 2106,Toshkent,1984,1.5 (Benzin),Sedan,57 000 km,Mexanika,To'q sariq,Orqa,,5000
Chevrolet Cobalt,Qarshi,2021,1.5 (Gaz-benzin),Sedan,,Mexanika,Oq,Oldi,Ha,12200
Chevrolet Spark,Samarqand,2014,1 (Gaz-benzin),Hatchback,94 700 km,Avtomat,Oq,Oldi,Ha,6600
Mercedes-Benz C 180,Buxoro,1994,2.3 (Gaz-benzin),Sedan,284 000 km,Mexanika,,Orqa,Ha,6500
Mercedes-Benz E 200,Buxoro,1996,2.3 (Gaz-benzin),Sedan,178 000 km,Mexanika,,Orqa,Ha,6000
VAZ (Lada) 2106,Toshkent,2001,1.5 (Gaz-benzin),Hatchback,81 491 km,Mexanika,Oq,Oldi,,2500
Moskvich 2141,Olmaliq,1990,1.8 (Gaz),Hatchback,777 km,Mexanika,Oq,Oldi,Ha,1800
Changan Alsvin,Yangiqo'rg'on tumani,2015,,Sedan,325 km,Mexanika,,Orqa,Ha,8500
Chevrolet Damas,Nukus,2020,,Sedan,49 000 km,Mexanika,,,,6925
Chevrolet Matiz,Toshkent,2010,0.8 (Benzin),Hatchback,580 000 km,Mexanika,Oq,Oldi,Ha,3400
VAZ (Lada) 2107,Navoiy,1984,1.5 (Gaz-benzin),Sedan,777 777 km,Mexanika,,Orqa,Ha,3400
Daewoo Tico,Angren,1997,1 (Benzin),Hatchback,400 000 km,Mexanika,Oq,Oldi,,2000
Daewoo Nexia,Kitob tumani,2007,1.5 (Benzin),Sedan,230 000 km,Mexanika,,Oldi,Ha,5500
Chevrolet Lacetti,Samarqand,2020,1.6 (Benzin),Sedan,,Avtomat,,Oldi,,13500
UAZ 31512,Toshkent,1991,1.5 (Benzin),Yo‘ltanlamas,30 000 km,Mexanika,Yashil,To'liq,,2500
Chevrolet Nexia 2,Farg'ona,2001,1.5 (Gaz-benzin),Sedan,612 000 km,Mexanika,,Oldi,,3500
GAZ 24 (Volga),Toshkent,1981,2 (Benzin),Sedan,75 550 km,Mexanika,Saxara (qum rang),Orqa,,1600
Chevrolet Lacetti,Andijon,2019,1.5 (Gaz-benzin),Sedan,155 000 km,Mexanika,To'q qizil,Oldi,Ha,10600
Mercedes-Benz S 320,Navoiy,2000,3.2 (Benzin),Sedan,250 000 km,Avtomat,,Orqa,,11900
Chevrolet Tracker,Samarqand,2022,2 (Benzin),Yo‘ltanlamas,,Avtomat,Qora,,,24377
Chevrolet Nexia 2,Andijon,2011,1.6 (Gaz-benzin),Sedan,450 000 km,Mexanika,Kulrang,Oldi,Ha,5400
Chevrolet Lacetti,Toshkent,2021,1.5 (Benzin),Sedan,4 089 km,Avtomat,,Oldi,Ha,14774
Chevrolet Nexia 2,Jizzax,2010,1.5 (Gaz-benzin),Sedan,300 000 km,Mexanika,Oq,Oldi,Ha,5000
Chevrolet Nexia 3,Jizzax,2022,1.5 (Gaz-benzin),Sedan,35 000 km,Mexanika,Oq,Oldi,Ha,11000
VAZ (Lada) 2101,Buxoro,1974,,Sedan,50 km,Mexanika,,Oldi,Ha,1100
Chevrolet Labo,Farg'ona,2009,,Pikup,400 000 km,Mexanika,Oq,Orqa,Ha,5200
Hummer H3,Toshkent,2006,3.6 (Benzin),Yo‘ltanlamas,80 000 km,Avtomat,,,,41000
Chevrolet Lacetti,Toshkent,2021,1.5 (Benzin),Sedan,4 089 km,Avtomat,,Oldi,Ha,14774
Chevrolet Nexia 2,Jizzax,2010,1.5 (Gaz-benzin),Sedan,300 000 km,Mexanika,Oq,Oldi,Ha,5000
Chevrolet Nexia 3,Jizzax,2022,1.5 (Gaz-benzin),Sedan,35 000 km,Mexanika,Oq,Oldi,Ha,11000
VAZ (Lada) 2101,Buxoro,1974,,Sedan,50 km,Mexanika,,Oldi,Ha,1100
Chevrolet Labo,Farg'ona,2009,,Pikup,400 000 km,Mexanika,Oq,Orqa,Ha,5200
Hummer H3,Toshkent,2006,3.6 (Benzin),Yo‘ltanlamas,80 000 km,Avtomat,,,,41000
Chevrolet Cobalt,Farg'ona,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,11615
Hyundai Tuscani,Toshkent,2005,2 (Benzin),Kupe,240 000 km,Avtomat,,,,11000
Daewoo Tico,Quvasoy,1999,,Sedan,357 740 km,Mexanika,,Oldi,Ha,2031
Chevrolet Matiz,Namangan,2009,0.8 (Gaz-benzin),Hatchback,312 000 km,Mexanika,Qora,Oldi,,3000
Chevrolet Spark,Farg'ona,2015,1.3 (Gaz-benzin),Hatchback,130 000 km,Mexanika,Oq,Oldi,Ha,7200
VAZ (Lada) Largus,Toshkent,2019,1.6 (Gaz-benzin),Universal,90 000 km,Mexanika,Sadaf-jigarrang,Oldi,Ha,14000
Chevrolet Nexia 2,Yangiyer,2015,1.5 (Gaz-benzin),Sedan,,Mexanika,Mokriy asfalt,Oldi,Ha,5300
Chevrolet Cobalt,Guliston,2018,1.5 (Gaz-benzin),Sedan,95 496 km,Mexanika,Oq,Oldi,Ha,9500
Chevrolet Malibu 2,Toshkent,2022,2 (Benzin),Sedan,,Avtomat,Qora,,,37500
VAZ (Lada) Niva,Buxoro,1987,,Yo‘ltanlamas,268 878 km,Mexanika,Mokriy asfalt,Orqa,Ha,3232
Chevrolet Spark,Farg'ona,2013,1.25 (Gaz-benzin),Hatchback,300 000 km,Mexanika,Oq,Oldi,Ha,5500
Chevrolet Lacetti,Toshkent,2022,1.6 (Benzin),Sedan,1 km,Avtomat,Qora,Oldi,,14174
Chevrolet Nexia 3,Toshkent,2022,1.5 (Benzin),Sedan,,Avtomat,Oq,Oldi,,11228
